snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
"The history and curiosity behind these operas, both set in Asia, complicate often simplistic criticisms of borrowing and stereotyping.","[{'name': 'subject', 'value': 'Opera', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Puccini, Giacomo', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Minghella, Anthony', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Zeffirelli, Franco', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Madama Butterfly (Opera)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Turandot (Opera)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Metropolitan Opera', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Morris Museum (Morristown, NJ)', 'rank': 8, 'major': 'N'}]",Arts&Leisure,"{'main': 'Puccini’s ‘Butterfly’ and ‘Turandot’: More Than Appropriation', 'kicker': None, 'content_kicker': None, 'print_headline': 'Appropriation, Stereotyping And Puccini', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:02:02+0000,0.09703060984611511,0.9029693603515625,0.8059387505054474
"As governments impose limits on plastic food packaging, climate-friendlier alternatives are in the works. Here are some that might be coming to a grocery store near you.","[{'name': 'subject', 'value': 'Waste Materials and Disposal', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Containers and Packaging', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recycling of Waste Materials', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Conservation of Resources', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Greenhouse Gas Emissions', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Plastics', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Methane', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Sustainable Living', 'rank': 11, 'major': 'N'}]",Dining,"{'main': 'So Much Produce Comes in Plastic. Is There a Better Way?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Unwrapping Plastic’s Grip on Produce', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:02:13+0000,0.9942106008529663,0.005789436399936676,-0.9884211644530296
Instant coffee tastes … just OK. And that’s fine by me.,"[{'name': 'subject', 'value': 'Coffee', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Beans', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Filters', 'rank': 3, 'major': 'N'}]",Magazine,"{'main': 'The Case Against ‘Good’ Coffee', 'kicker': 'Letter of Recommendation', 'content_kicker': None, 'print_headline': 'Instant Coffee', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:02:16+0000,0.0001776607387000695,0.9998223185539246,0.9996446578152245
"For a lot of fans at the new Mets team store, game day is all about the shopping.","[{'name': 'subject', 'value': 'Baseball', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Mets', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Citi Field (Queens, NY)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Shopping and Retail', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Fans (Persons)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Memorabilia and Souvenirs', 'rank': 7, 'major': 'N'}]",Styles,"{'main': 'Take Me Out to the Gift Shop', 'kicker': None, 'content_kicker': None, 'print_headline': 'Take Me Out to the Gift Shop, Buy Me Some Merch', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:02:19+0000,0.09597059339284897,0.904029369354248,0.8080587759613991
"Two saltbox houses on the island of Newfoundland, in Canada, were hard to resist. What would be harder still: Renovating them without road access.","[{'name': 'subject', 'value': 'Second Homes and Non-Primary Residences', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Newfoundland (Canada)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Interior Design and Furnishings', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Repairs and Improvements', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ARCHITECTURE', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Salvage (Newfoundland)', 'rank': 6, 'major': 'N'}]",RealEstate,"{'main': 'A Second Home That’s Far Away From It All', 'kicker': 'On Location', 'content_kicker': None, 'print_headline': 'Perched on a Lookout  Far Away From It All', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:03:00+0000,0.8807687163352966,0.11923123896121979,-0.7615374773740768
"Known for playing princes and their modern equivalents, this British actor hopes his steamy new drama, “Mary & George,” will change how Hollywood sees him.","[{'name': 'subject', 'value': 'Television', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Galitzine, Nicholas (1994- )', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Mary and George (TV Program)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 5, 'major': 'N'}]",Culture,"{'main': 'Nicholas Galitzine Wants to Prove He’s More Than Just a Pretty Face', 'kicker': None, 'content_kicker': None, 'print_headline': 'No Longer Playing  The Prince', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:04:14+0000,0.0045625148341059685,0.9954374432563782,0.9908749284222722
"Rulings allowing a strict abortion ban, along with a ballot question on expanding abortion access, may inject new life into Democratic campaigns in the state.","[{'name': 'subject', 'value': 'Abortion', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Referendums', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 5, 'major': 'N'}]",National,"{'main': 'With Abortion Ballot Question, a ‘Path to Relevance’ for Democrats in Florida?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democrats See a Potential Opening in Florida', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:04:22+0000,0.9676339030265808,0.032366033643484116,-0.9352678693830967
"The congressman’s campaign said it had more than $9.6 million cash on hand as it looks toward a fall race against Kari Lake, a Trump ally, who has yet to announce first-quarter fund-raising figures.","[{'name': 'persons', 'value': 'Gallego, Ruben (1979- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Campaign Finance', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, Senate', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Lake, Kari A', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Arizona', 'rank': 6, 'major': 'N'}]",Politics,"{'main': 'Ruben Gallego, Democratic Senate Candidate in Arizona, Raises $7.5 Million', 'kicker': None, 'content_kicker': None, 'print_headline': '$7.5 Million Is Raised By Candidate In Arizona', 'name': None, 'seo': None, 'sub': None}",2024-04-02T09:04:23+0000,0.39856278896331787,0.6014372110366821,0.20287442207336426
"The tech giant is unbundling Teams from its Office software suite, as it faces mounting scrutiny on both sides of the Atlantic.","[{'name': 'subject', 'value': 'internal-storyline-no', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Microsoft Corp', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'OpenAI Labs', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Slack Technologies Inc', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Zoom Video Communications', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Antitrust Laws and Competition Issues', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Mistral AI SAS', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Software', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'European Commission', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Salesforce.com Inc', 'rank': 11, 'major': 'N'}]",Business,"{'main': 'Regulators Force Another Microsoft Split', 'kicker': 'DealBook Newsletter', 'content_kicker': None, 'print_headline': 'Microsoft Unbundles Teams Ahead of Regulators', 'name': None, 'seo': None, 'sub': None}",2024-04-02T11:15:09+0000,0.971882700920105,0.028117280453443527,-0.9437654204666615
"Tehran promises major retaliation, and the danger of a miscalculation is ever-present. But neither side wants a major shooting war, given the stakes.","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Diplomatic Service, Embassies and Consulates', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Cyberwarfare and Defense', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'War and Armed Conflicts', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage and Intelligence Services', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic Revolutionary Guards Corps', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Islamic Jihad', 'rank': 16, 'major': 'N'}, {'name': 'organizations', 'value': 'Quds Force', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'Netanyahu, Benjamin', 'rank': 18, 'major': 'N'}, {'name': 'persons', 'value': 'Suleimani, Qassim', 'rank': 19, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 20, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 21, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 22, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 23, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 24, 'major': 'N'}]",Foreign,"{'main': 'Strike in Damascus Is an Escalation in Israel’s Undeclared War With Iran', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Israel Escalates Undeclared War With Attack on Iranians in Syria', 'name': None, 'seo': None, 'sub': None}",2024-04-02T12:41:04+0000,0.9983829259872437,0.0016170903109014034,-0.9967658356763422
"While off-the-court drama has raged in the women’s tournament, Clark and Iowa dispatched with their foils from last season en route to the Final Four.","[{'name': 'subject', 'value': 'Basketball (College)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'NCAA Basketball Championships (Women)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Clark, Caitlin (2002- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Reese, Angel (2002- )', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Iowa', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Louisiana State University', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 7, 'major': 'N'}]",National,"{'main': 'The Caitlin Clark Show Rolls On', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Superstars Advance. (By the Way, So Do N.C. State and South Carolina.)', 'name': None, 'seo': None, 'sub': None}",2024-04-02T13:06:34+0000,0.0017895152559503913,0.9982105493545532,0.9964210340986028
"Sales of the company’s electric cars dropped in the first three months of the year, even as other automakers sold more battery-powered vehicles.","[{'name': 'organizations', 'value': 'Tesla Motors Inc', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Electric and Hybrid Vehicles', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Company Reports', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Musk, Elon', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 9, 'major': 'N'}]",Business,"{'main': 'Tesla’s Sales Drop, a Sign That Its Grip on the E.V. Market Is Slipping', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tesla’s Grip On Market Is in Doubt As Sales Slip', 'name': None, 'seo': None, 'sub': None}",2024-04-02T13:16:44+0000,0.9935573935508728,0.006442569196224213,-0.9871148243546486
"The regional rivals have for decades targeted each other’s interests, including with a recent strike in Syria that killed three Iranian commanders. Here are some other notable flash points.","[{'name': 'subject', 'value': 'Iran-Israel Proxy Conflict', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Targeted Killings', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Diplomatic Service, Embassies and Consulates', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Islamic Revolutionary Guards Corps', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Houthis', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Suleimani, Qassim', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Arouri, Saleh al- (1966-2024)', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Khodayee, Sayad', 'rank': 13, 'major': 'N'}]",Foreign,"{'main': 'Iran and Israel Have a Long History of Clandestine Attacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tracking the Israel-Iran Shadow Fight', 'name': None, 'seo': None, 'sub': None}",2024-04-02T14:17:17+0000,0.4857861399650574,0.5142138600349426,0.028427720069885254
"The civil rights activist’s life and legacy will be honored in a 2024-25 lineup that will also include spotlights on jazz history, and a rising star to warm up November.","[{'name': 'subject', 'value': 'Jazz', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Jazz at Lincoln Center', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Lincoln Center for the Performing Arts', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Marsalis, Wynton', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Rustin, Bayard', 'rank': 5, 'major': 'N'}]",Culture,"{'main': 'Jazz at Lincoln Center’s New Season Includes Tribute to Bayard Rustin', 'kicker': None, 'content_kicker': None, 'print_headline': 'Jazz at Lincoln Center’s New Season to Honor Bayard Rustin', 'name': None, 'seo': None, 'sub': None}",2024-04-02T14:30:06+0000,0.0002154631947632879,0.999784529209137,0.9995690660143737
"The pop superstar teased a move to country, then tackled so much more. Three critics and a reporter explore her new album’s inspirations, sounds and stakes.","[{'name': 'subject', 'value': 'Country Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Pop and Rock Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rhythm and Blues (Music)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Grammy Awards', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Knowles, Beyonce', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cowboy Carter (Album)', 'rank': 9, 'major': 'N'}]",Culture,"{'main': 'Beyoncé’s ‘Cowboy Carter’ Is a Vivid Mission Statement. Let’s Discuss.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Taking a Closer Look At Beyoncé’s Mission', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:00:48+0000,0.0011796748731285334,0.9988202452659607,0.9976405703928322
"He will be the youngest music director in the orchestra’s 133-year history, and one of the youngest ever to lead a top American ensemble.","[{'name': 'subject', 'value': 'Classical Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Symphony Orchestra', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Makela, Klaus', 'rank': 4, 'major': 'N'}]",Culture,"{'main': 'Klaus Mäkelä, 28-Year-Old Finnish Conductor, to Lead Chicago Symphony', 'kicker': None, 'content_kicker': None, 'print_headline': 'Chicago Symphony Names Director', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:15:07+0000,0.0004765345365740359,0.9995235204696655,0.9990469859330915
"Alaluna offers dry-aged fish with an Italian approach, Bon Bon serves up Swedish hot dogs and more restaurant news.","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Chefs', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 3, 'major': 'N'}]",Dining,"{'main': 'Lola’s Offers a Southern Spin on Filipino Cooking', 'kicker': 'Off the Menu', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:15:30+0000,0.3200455904006958,0.6799543499946594,0.3599087595939636
"President Biden aimed to keep relations stable in a call with Xi Jinping of China, but also raised concerns over Beijing’s activities around Taiwan, the South China Sea and Russia.","[{'name': 'subject', 'value': 'United States International Relations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Territorial Disputes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Houthis', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Xi Jinping', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Yellen, Janet L', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Taiwan', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 14, 'major': 'N'}]",Washington,"{'main': 'Biden Talks to Xi About Conflicts, From Ukraine to the Pacific', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden and Xi Discuss Disputes, From Ukraine to the Pacific', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:31:03+0000,0.8845871686935425,0.11541283130645752,-0.769174337387085
The Treasury secretary plans to address a surge of Chinese green technology exports during meetings in Beijing and Guangzhou.,"[{'name': 'persons', 'value': 'Yellen, Janet L', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Treasury Department', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Guangzhou (China)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Customs (Tariff)', 'rank': 7, 'major': 'N'}]",Washington,"{'main': 'Yellen to Visit China for Top-Level Economic Talks', 'kicker': None, 'content_kicker': None, 'print_headline': 'High-Level Economic Talks Planned for Yellen in China', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:40:09+0000,0.0047872476279735565,0.9952126741409302,0.9904254265129566
"The apparel giant moved quickly to block the sale of shirts bearing the No. 44, which resembled a banned Nazi logo in the uniform’s new lettering.","[{'name': 'subject', 'value': 'Holocaust and the Nazi Era', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Uniforms', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Symbols', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Soccer', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Neo Nazi Groups', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'ADIDAS AG', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'German Football Assn', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 8, 'major': 'N'}]",Foreign,"{'main': 'Adidas Stops Customization of Germany Jersey for Fear of Nazi Symbolism', 'kicker': None, 'content_kicker': None, 'print_headline': 'Some See Nazi Symbol, So Adidas Pulls a Soccer Jersey', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:43:48+0000,0.9971696734428406,0.002830343320965767,-0.9943393301218748
"Perfusion keeps a donated organ alive outside the body, giving surgeons extra time and increasing the number of transplants possible.","[{'name': 'subject', 'value': 'Surgery and Surgeons', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Transplants', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Liver', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organ Donation', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Blood', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Lungs', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Medical Devices', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Northwestern Memorial Hospital (Chicago, Ill)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 11, 'major': 'N'}]",Science,"{'main': 'The Organ Is Still Working. But It’s Not in a Body Anymore.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Keeping Organs  For Transplants  Alive for Longer', 'name': None, 'seo': None, 'sub': None}",2024-04-02T15:46:38+0000,0.0008489342289976776,0.9991511106491089,0.9983021764201112
"Oren Etzioni was once an optimist about artificial intelligence. Now, his nonprofit, TrueMedia.org, is offering tools for fighting A.I.-manipulated content.","[{'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rumors and Misinformation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Allen Institute for AI', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'TrueMedia.org', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Etzioni, Oren', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 9, 'major': 'N'}]",Business,"{'main': 'An A.I. Researcher Takes On Election Deepfakes', 'kicker': None, 'content_kicker': None, 'print_headline': '‘Terrified’ A.I. Researcher Targets Election Deepfakes', 'name': None, 'seo': None, 'sub': None}",2024-04-02T16:00:12+0000,0.9172124862670898,0.08278746902942657,-0.8344250172376633
"Ukrainian media and analysts, and Russian officials, said Ukraine had carried out the attack some 700 miles from the land it controls. Ukraine’s military and intelligence forces declined to comment.","[{'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Tatarstan (Russia)', 'rank': 6, 'major': 'N'}]",Foreign,"{'main': 'Drones Strike Deep in Russia, as Ukraine Extends Its Weapons Range', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drones Attack Russian Targets About 700 Miles Away From Ukrainian-Held Land', 'name': None, 'seo': None, 'sub': None}",2024-04-02T16:13:11+0000,0.9791229963302612,0.020876964554190636,-0.9582460317760706
Those who appreciate “something as basic as a stick” are sharing their enthusiasm through a newly popular Instagram account.,"[{'name': 'subject', 'value': 'Social Media', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Instagram Inc', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Arches National Park (Utah)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Wood and Wood Products', 'rank': 5, 'major': 'N'}]",Styles,"{'main': 'Sticks. And the People Who Love Them.', 'kicker': None, 'content_kicker': None, 'print_headline': 'If You Have a Stick, They Want to See', 'name': None, 'seo': None, 'sub': None}",2024-04-02T16:43:16+0000,0.0010862962808459997,0.9989137649536133,0.9978274686727673
"Silver Lake, the investment company, will buy shares in the Hollywood and sports firm that it doesn’t already own, valuing Endeavor at $13 billion.","[{'name': 'subject', 'value': 'Agents (Business)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Media', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Endeavor Group', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Emanuel, Ariel Z', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Silver Lake Partners', 'rank': 6, 'major': 'N'}]",Business,"{'main': 'Endeavor, the Entertainment Company Led by Ari Emanuel, to Go Private', 'kicker': None, 'content_kicker': None, 'print_headline': 'Endeavor to Go Private, Valuing It at $13 Billion', 'name': None, 'seo': None, 'sub': None}",2024-04-02T17:33:35+0000,0.01037777028977871,0.9896222352981567,0.979244465008378
